"IDART","DEF","PMPA","CODE","NOTA","CCOMPT_ACH","COMPO","IDRAY","IDFAM","IDSSFAM","DERPRIX","CCOMPT_VENT","FRAIS","TYP_FRAIS","Q_MINI","Q_MAXI","Q_APPRO","IMAGE","PESE","FIN_BONUS","DEBUT_BONUS","COCCIBONUS","FIN_RBT","DEBUT_RBT","NUM_PROMO","PA_PROMO","FIN_PROMO","DEBUT_PROMO","PREPARATION","IDCODE_TVA","PRIX_TTC","PRIX_PROMO","NO_PROMO","REMISE_IMMEDIATE","NO_SOLDE","NO_COM_VEND","NO_REMISE","PTS_FIDEL","COMP_DEF","GES_STOCK","ID_FAB","SOMMEIL","IDCOULEUR","IDTAILLE","IDMODELE","GES_NO_SERIE","OCCAS","WEB","MODIF","IDCODE_TVA_ACH","ABANDON","PSTVA2","IDCode_TVA2","OEUVRE_ART","POIDS","ACHETE","GRATUIT","PRESTATION","ECOTAX","NO_COM_PREST","IDSAISON","COM_PREPA","PRN_PREPA","Abonnement","N_Unite","DUREE_VALIDITE","DUREE_GARANTIE","LOCATION","DLV","TEMPS_PREPA","MAJ","DUREE_ABON","NO_IMPRIM","CREATION","VAL_PRESTATION","IDCOnsigne","IDART_COUPON","COUPON","NO_COM_REP","Billet","N_TALON","TIMBRE","N_TalonFixe","NO_FIDEL","MAJ_WEB","MAJ_TRSFT","VENTE_BLOQUE","IDAUX","PressingVente","Colisage","Coef_Com","PRixNulAutorise","PrixNegatif","CondVente","Unite","Volume","DegreAlcool","IDCATEGORIE_ALCOOL","Premix","BaseHT","Consigne","Tare","CUMP","SOLDE_OLD","ID_BEBAT1","ID_BEBAT2","ID_RECUPEL","Caution","BA","CCVENTE_CEE","CCVENTE_HORS_CEE","CCVENTE_EXO","Q_HAXE","PREPA_CARACT_SP","CREDIT_TEMPS","IDBAR_ECO","CAT_SOLDES","IDReM_ART","CCACHAT_CEE","CCACHAT_HORS_CEE","CCACHAT_EXO","CODE_NC","PVC","COLORIS","NEGOCE","OPTIONS","ArticlePropre","REmisePromo"
"329","BOUCHON EN ACIER ET BOIS","1.44","","","606000000","0","1","5","11","1.44","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","5.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53695601852","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4.92","0","0","1.44","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"330","PANIER VERSEUR EN METAL","2.03","","","606000000","0","1","5","11","2.03","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","9.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53717592593","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.25","0","0","2.03","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"331","PANIER VERSEUR EN METAL NOIR","2.61","","","606000000","0","1","5","11","2.61","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","9.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53729166667","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.25","0","0","2.61","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"332","PORTE BOUTEILLES ET VERRES","9.18","","","606000000","0","1","5","11","9.18","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","23.1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53746527778","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","19.25","0","0","9.18","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"333","HOUSSE DE COUSSIN TRIANGLES","3.42","","","606000000","0","1","1","2","3.42","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","8.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53770833334","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.42","0","0","3.42","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"334","HOUSSE DE COUSSIN TRIANGLES EN COTON","3.42","","","606000000","0","1","1","2","3.42","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","8.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53782407408","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.42","0","0","3.42","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"335","COFFRET SOMMELIER 4 ACCESSOIRES","9.9","","","606000000","0","1","5","11","9.9","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","25.9","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.53807870371","0A0","0","42864","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","21.58","0","0","9.9","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"336","BOITE SERVEZ-VOUS MENTHE 400 GR","8.800000000000001","","","","0","2","7","25","8.800000000000001","","0","1","0","0","0","","0","","","0","","","","0","","","0","1","17.6","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43039.64394675926","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","14.67","0","0","8.800000000000001","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"337","MINI BOITE CARAMEL 50 GR","1.33","","","","0","2","7","25","1.33","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","3.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.5958912037","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","3.22","0","0","1.33","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"338","BOITE OVALE CARAMEL 300 GR","5.34","","","","0","2","7","25","5.34","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","14.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59628472223","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","14.12","0","0","5.34","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"339","BOITE FER CARAMEL 150 GR","3.62","","","","0","2","7","25","3.62","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","10.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59645833333","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","10.33","0","0","3.62","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"340","POT A LAIT CARAMEL 200 GR","4.95","","","","0","2","7","25","4.95","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","12.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59655092593","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","11.75","0","0","4.95","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"341","SACHET GATEAU CŒUR DE BEURRE 200 GR","3.25","","","","0","2","7","25","3.25","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.199999999999999","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59666666666","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.77","0","0","3.25","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"342","MELANGE POUR RHUM ARRANGE PARADIS POUR 70 CL 40 GR","4.75","","","","0","2","9","16","3.45","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.40591435185","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9","0","0","3.45","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"343","MELANGE POUR RHUM ARRANGE REUNION POUR 70 CL 55 GR","4.75","","","","0","2","9","16","3.45","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.40608796296","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9","0","0","3.45","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"344","MELANGE POUR RHUM ARRANGE ZOUK POUR 70 CL 40 GR","4.75","","","","0","2","9","16","3.25","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.40619212963","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9","0","0","3.25","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"345","MELANGE POUR RHUM ARRANGE CARAFE PARADISE ISLAND MIX POUR 1L 35 GR","7.95","","","","0","2","9","16","7.95","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","19.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59715277778","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","18.86","0","0","7.95","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"346","MELANGE POUR COCKTAIL ARRANGE CARAFE MOJITO POUR 1L 150 GR","8.449999999999999","","","","0","2","9","16","8.449999999999999","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","19.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.43457175926","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","18.86","0","0","8.449999999999999","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"347","MELANGE POUR COCKTAIL ARRANGE CARAFE PUNCH CARAIBE POUR 1L 160 GR","8.449999999999999","","","","0","2","9","16","8.449999999999999","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","19.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.43456018518","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","18.86","0","0","8.449999999999999","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"348","MELANGE POUR COCKTAIL ARRANGE CARAFE SEX ON THE BEACH POUR 1L 140 GR","8.449999999999999","","","","0","2","9","16","8.449999999999999","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","19.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59780092593","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","18.86","0","0","8.449999999999999","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"349","SWEET COCKTAIL MOJITO 150 GR","2.99","","","","0","2","9","16","2.99","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.43456018518","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9","0","0","4.75","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"350","SWEET COCKTAIL SEX ON THE BEACH 150 GR","2.99","","","","0","2","9","16","2.99","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.43456018518","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9","0","0","4.75","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"351","SWEET COCKTAIL PINA COLADA 150 GR","4.75","","","","0","2","9","16","2.99","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","9.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.40726851852","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","9","0","0","2.99","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"352","SUC' GIVRAGE SPECIAL MOJITO 100 GR","2.6","","","","0","2","5","2","2.6","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","5.2","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43034.40782407407","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","4.93","0","0","2.6","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"353","MUESLI CROQUANT 180 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","6.4","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43035.33306712963","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","6.07","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"354","CAKE PINA COLADA 390 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42920.4471412037","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","","","0","0","0","0","0","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"355","CAKE MOJITO 410 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59901620371","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","","","0","0","0","0","0","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"356","CAKE NOUGAT ET CRANBERRIES 380 GR","3.25","","","","0","2","7","16","3.25","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42920.4471412037","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.25","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"357","CAKE SPECULOOS POMME RAISINS 360 GR","3.25","","","","0","2","7","16","3.25","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59960648148","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.25","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"358","CAKE CHOCO CARAMEL 380 GR","3.25","","","","0","2","7","16","3.25","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42920.4471412037","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.25","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"359","MADELEINE CITRON FRAISE 260 GR","3.15","","","","0","2","7","16","3.15","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59978009259","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.15","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"360","RIZ AU LAIT ET SES CARAMELS AU BEURRE SALE 300 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42920.4471412037","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"361","RIZ AU LAIT FACON POIRE BELLE HELENE 310 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.59993055555","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"362","RIZ AU LAIT TARTE AU CITRON MERINGUE 320 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.6","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"363","RISOTTO AUX CEPES 314 GR","3.3","","","","0","2","7","16","3.3","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60006944444","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.3","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"364","RISOTTO INDIEN 390 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60012731481","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"365","RISOTTO LEGUMES DU SOLEIL 340 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60020833334","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"366","RISOTTO MEDITERRANEEN 340 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60027777778","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.06","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"367","CAKE TOMATES OLIVES 300 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60037037037","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"368","CAKE PROVENCAL 290 GR","3.2","","","","0","2","7","16","3.2","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60047453704","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.2","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"369","MADELEINE TOMATES BASILIC 185 GR","3.15","","","","0","2","7","16","3.15","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","7.9","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60056712963","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","7.49","0","0","3.15","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"370","GATEAU MAGIQUE DEUX CHOCOLATS 320 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60076388889","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","","","0","0","0","0","0","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"371","GATEAU MARBRE ORANGE CHOCOLAT 370 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.5","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60085648148","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","","","0","0","0","0","0","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"372","COOKIES CHOCOLAT NOIR ET ECLAT DE CARAMEL 450 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60134259259","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"373","COOKIES CHOCOLAT BLANC ET PRALINES ROSES 440 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60141203704","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
"374","COOKIES CHOCOLAT AU LAIT ET NOIX DE PECAN 430 GR","3.4","","","","0","2","7","16","3.4","","0","1","0","0","0","","0","","","0","","","","0","","","0","4","8.800000000000001","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","0","1","4","0","0","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42888.60150462963","0A0","0","42867","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","8.34","0","0","3.4","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","0","0","0","0","0","0"
