"IDART","DEF","PMPA","CODE","NOTA","CCOMPT_ACH","COMPO","IDRAY","IDFAM","IDSSFAM","DERPRIX","CCOMPT_VENT","FRAIS","TYP_FRAIS","Q_MINI","Q_MAXI","Q_APPRO","IMAGE","PESE","FIN_BONUS","DEBUT_BONUS","COCCIBONUS","FIN_RBT","DEBUT_RBT","NUM_PROMO","PA_PROMO","FIN_PROMO","DEBUT_PROMO","PREPARATION","IDCODE_TVA","PRIX_TTC","PRIX_PROMO","NO_PROMO","REMISE_IMMEDIATE","NO_SOLDE","NO_COM_VEND","NO_REMISE","PTS_FIDEL","COMP_DEF","GES_STOCK","ID_FAB","SOMMEIL","IDCOULEUR","IDTAILLE","IDMODELE","GES_NO_SERIE","OCCAS","WEB","MODIF","IDCODE_TVA_ACH","ABANDON","PSTVA2","IDCode_TVA2","OEUVRE_ART","POIDS","ACHETE","GRATUIT","PRESTATION","ECOTAX","NO_COM_PREST","IDSAISON","COM_PREPA","PRN_PREPA","Abonnement","N_Unite","DUREE_VALIDITE","DUREE_GARANTIE","LOCATION","DLV","TEMPS_PREPA","MAJ","DUREE_ABON","NO_IMPRIM","CREATION","VAL_PRESTATION","IDCOnsigne","IDART_COUPON","COUPON","NO_COM_REP","Billet","N_TALON","TIMBRE","N_TalonFixe","NO_FIDEL","MAJ_WEB","MAJ_TRSFT","VENTE_BLOQUE","IDAUX","PressingVente","Colisage","Coef_Com","PRixNulAutorise","PrixNegatif","CondVente","Unite","Volume","DegreAlcool","IDCATEGORIE_ALCOOL","Premix","BaseHT","Consigne","Tare","CUMP","SOLDE_OLD","ID_BEBAT1","ID_BEBAT2","ID_RECUPEL","Caution","BA","CCVENTE_CEE","CCVENTE_HORS_CEE","CCVENTE_EXO","Q_HAXE","PREPA_CARACT_SP","CREDIT_TEMPS","IDBAR_ECO","CAT_SOLDES","IDReM_ART","CCACHAT_CEE","CCACHAT_HORS_CEE","CCACHAT_EXO","CODE_NC","PVC","COLORIS","NEGOCE","OPTIONS","ArticlePropre","REmisePromo"
"897","PASTILLE PARFUMÉE MUGUET","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58380787037","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"898","PASTILLES PARFUMÉES LAVANDE PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"899","PASTILLE PARFUMÉE LAVANDE","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58388888889","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"900","PASTILLES PARFUMÉES FIGUE PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"901","PASTILLE PARFUMÉE FIGUE ","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58395833334","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"902","PASTILLES PARFUMÉES VANILLE PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"903","PASTILLE PARFUMÉE VANILLE","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58414351852","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"904","PASTILLES PARFUMÉES FRESIA PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"905","PASTILLE PARFUMÉE FRESIA","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58427083334","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"906","PASTILLES PARFUMÉES CITRONELLE PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"907","PASTILLE PARFUMÉE CITRONNELLE","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58435185185","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"908","PASTILLES PARFUMÉES ORCHIDEE PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"909","PASTILLE PARFUMÉE ORCHIDEE","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58443287037","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"910","PASTILLES PARFUMÉES FRUITS ROUGES PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"911","PASTILLE PARFUMÉE FRUITS ROUGES","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58450231481","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"912","PASTILLES PARFUMÉES JARDIN DU NIL PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"913","PASTILLE PARFUMÉE JARDIN DU NIL","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58458333334","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"914","PASTILLES PARFUMÉES MUSC BLANC PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"915","PASTILLE PARFUMÉE MUSC BLANC","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.583125","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"916","PASTILLES PARFUMÉES CANNELLE PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"917","PASTILLE PARFUMÉE CANNELLE","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.58825231482","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"918","PASTILLES PARFUMÉES ILLUSION PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"919","PASTILLE PARFUMÉE ILLUSION","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.5899074074","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"920","PASTILLES PARFUMÉES CARAIBES PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68988425926","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"921","PASTILLE PARFUMÉE CARAIBES","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.59167824074","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"922","PASTILLES PARFUMÉES SENSUEL PAR 12","11.4","","","606000000","0","1","1","1","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"923","PASTILLE PARFUMÉE SENSUEL","0.95","","","606000000","0","1","1","1","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.59586805556","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"924","PASTILLES PARFUMÉES PAPAYE PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"925","PASTILLE PARFUMÉE PAPAYE","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.59799768519","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"926","PASTILLES PARFUMÉES OCÉAN PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"927","PASTILLE PARFUMÉE OCÉAN","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.59951388889","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"928","PASTILLES PARFUMÉES NOIX DE COCO PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"929","PASTILLE PARFUMÉE NOIX DE COCO","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.60063657408","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"930","PASTILLES PARFUMÉES POIVRE ROSE PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"931","PASTILLE PARFUMÉE POIVRE ROSE","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.6021875","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"932","PASTILLES PARFUMÉES ROSE PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"933","PASTILLE PARFUMÉE ROSE","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.60409722223","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"934","PASTILLES PARFUMÉES CHEVREFEUILLE PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68989583333","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"935","PASTILLE PARFUMÉE CHEVREFEUILLE","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.60545138889","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"936","PASTILLES PARFUMÉES FRUIT DE LA PASSION PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.68987268519","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"937","PASTILLE PARFUMÉE FRUIT DE LA PASSION","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.60664351852","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"938","PASTILLES PARFUMÉES FANTASME PAR 12","11.4","","","606000000","0","1","1","3","11.4","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","28.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","43000.3752662037","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","","","0","0","0","0","23.75","0","0","11.4","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
"939","PASTILLE PARFUMÉE FANTASME","0.95","","","606000000","0","1","1","3","0","706000000","0","1","0","0","0","","0","","","0","","","","0","","","0","1","2.5","0","0","0","0","0","0","0","","1","0","0","0","-1","0","0","0","0","1","5","0","0","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","42921.60784722222","0J0","0","42921","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","","","0","0","0","0","2.08","0","0","0","0","0","0","0","0","0","706000000","706000000","706000000","0","0","0","0","0","0","606000000","606000000","606000000","","0","0","0","0","0","0"
